720.1,Hoopa (Unbound),Psychic,Dark
721,Volcanion,Fire,Water
722,Rowlet,Grass,Flying
723,Dartrix,Grass,Flying
724,Decidueye,Grass,Ghost
724.1,Decidueye (Hisuian),Grass,Fighting
725,Litten,Fire,
726,Torracat,Fire,
727,Incineroar,Fire,Dark
728,Popplio,Water,
729,Brionne,Water,
730,Primarina,Water,Fairy
731,Pikipek,Normal,Flying
732,Trumbeak,Normal,Flying
733,Toucannon,Normal,Flying
734,Yungoos,Normal,
735,Gumshoos,Normal,
736,Grubbin,Bug,
737,Charjabug,Bug,Electric
738,Vikavolt,Bug,Electric
739,Crabrawler,Fighting,
740,Crabominable,Fighting,Ice
741,Oricorio (Baile),Fire,Flying
741.1,Oricorio (Pa'u),Psychic,Flying
741.2,Oricorio (Pom-Pom),Electric,Flying
741.3,Oricorio (Sensu),Ghost,Flying
742,Cutiefly,Bug,Fairy
743,Ribombee,Bug,Fairy
744,Rockruff,Rock,
744.1,Rockruff (Own Tempo),Rock,
745,Lycanroc (Midday),Rock,
745.1,Lycanroc (Midnight),Rock,
745.2,Lycanroc (Dusk),Rock,
746,Wishiwashi (Solo),Water,
746.1,Wishiwashi (School),Water,
747,Mareanie,Poison,Water
748,Toxapex,Poison,Water
749,Mudbray,Ground,
750,Mudsdale,Ground,
751,Dewpider,Water,Bug
752,Araquanid,Water,Bug
753,Fomantis,Grass,
754,Lurantis,Grass,
755,Morelull,Grass,Fairy
756,Shiinotic,Grass,Fairy
757,Salandit,Poison,Fire
758,Salazzle,Poison,Fire
759,Stufful,Normal,Fighting
760,Bewear,Normal,Fighting
761,Bounsweet,Grass,
762,Steenee,Grass,
763,Tsareena,Grass,
764,Comfey,Fairy,
765,Oranguru,Normal,Psychic
766,Passimian,Fighting,
767,Wimpod,Bug,Water
768,Golisopod,Bug,Water
769,Sandygast,Ghost,Ground
770,Palossand,Ghost,Ground
771,Pyukumuku,Water,
772,Type: Null,Normal,
773,Silvally,Normal,
774,Minior (Meteor),Rock,Flying
774.1,Minior (Red Core),Rock,Flying
774.2,Minior (Orange Core),Rock,Flying
774.3,Minior (Yellow Core),Rock,Flying
774.4,Minior (Green Core),Rock,Flying
774.5,Minior (Blue Core),Rock,Flying
774.6,Minior (Indigo Core),Rock,Flying
774.7,Minior (Violet Core),Rock,Flying
775,Komala,Normal,
776,Turtonator,Fire,Dragon
777,Togedemaru,Electric,Steel
778,Mimikyu,Ghost,Fairy
779,Bruxish,Water,Psychic
780,Drampa,Normal,Dragon
781,Dhelmise,Ghost,Grass
782,Jangmo-o,Dragon,
783,Hakamo-o,Dragon,Fighting
784,Kommo-o,Dragon,Fighting
785,Tapu Koko,Electric,Fairy
786,Tapu Lele,Psychic,Fairy
787,Tapu Bulu,Grass,Fairy
788,Tapu Fini,Water,Fairy
789,Cosmog,Psychic,
790,Cosmoem,Psychic,
791,Solgaleo,Psychic,Steel
792,Lunala,Psychic,Ghost
793,Nihilego,Rock,Poison
794,Buzzwole,Bug,Fighting
795,Pheromosa,Bug,Fighting
796,Xurkitree,Electric,
797,Celesteela,Steel,Flying
798,Kartana,Grass,Steel
799,Guzzlord,Dark,Dragon
800,Necrozma,Psychic,
800.1,Necrozma (Dusk Mane),Psychic,Steel
800.2,Necrozma (Dawn Wings),Psychic,Ghost
800.3,Necrozma (Ultra),Psychic,Dragon
801,Magearna,Steel,Fairy
801.1,Magearna (Original Color),Steel,Fairy
802,Marshadow,Fighting,Ghost
803,Poipole,Poison,
804,Naganadel,Poison,Dragon
805,Stakataka,Rock,Steel
806,Blacephalon,Fire,Ghost
807,Zeraora,Electric,
808,Meltan,Steel,
809,Melmetal,Steel,
810,Grookey,Grass,
811,Thwackey,Grass,
812,Rillaboom,Grass,
813,Scorbunny,Fire,
814,Raboot,Fire,
815,Cinderace,Fire,
816,Sobble,Water,
817,Drizzile,Water,
818,Inteleon,Water,
819,Skwovet,Normal,
820,Greedent,Normal,
821,Rookidee,Flying,
822,Corvisquire,Flying,
823,Corviknight,Flying,Steel
824,Blipbug,Bug,
825,Dottler,Bug,Psychic
826,Orbeetle,Bug,Psychic
827,Nickit,Dark,
828,Thievul,Dark,
829,Gossifleur,Grass,
830,Eldegoss,Grass,
831,Wooloo,Normal,
832,Dubwool,Normal,
833,Chewtle,Water,
834,Drednaw,Water,Rock
835,Yamper,Electric,
836,Boltund,Electric,
837,Rolycoly,Rock,
838,Carkol,Rock,Fire
839,Coalossal,Rock,Fire
840,Applin,Grass,Dragon
841,Flapple,Grass,Dragon
842,Appletun,Grass,Dragon
843,Silicobra,Ground,
844,Sandaconda,Ground,
845,Cramorant,Flying,Water
846,Arrokuda,Water,
847,Barraskewda,Water,
848,Toxel,Electric,Poison
849,Toxtricity (Amped),Electric,Poison
849.1,Toxtricity (Low Key),Electric,Poison
850,Sizzlipede,Fire,Bug
851,Centiskorch,Fire,Bug
852,Clobbopus,Fighting,
853,Grapploct,Fighting,
854,Sinistea,Ghost,
855,Polteageist,Ghost,
856,Hatenna,Psychic,
857,Hattrem,Psychic,
858,Hatterene,Psychic,Fairy
859,Impidimp,Dark,Fairy
860,Morgrem,Dark,Fairy
861,Grimmsnarl,Dark,Fairy
862,Obstagoon,Dark,Normal
863,Perrserker,Steel,
864,Cursola,Ghost,
865,Sirfetch'd,Fighting,
866,Mr. Rime,Ice,Psychic
867,Runerigus,Ground,Ghost
868,Milcery,Fairy,
869,Alcremie (VaCr/SaCr),Fairy,
869.1,Alcremie (RuCr),Fairy,
869.2,Alcremie (MaCr),Fairy,
869.3,Alcremie (MiCr),Fairy,
869.4,Alcremie (LeCr/RuSw/RaSw),Fairy,
869.7,Alcremie (CaSw),Fairy,
870,Falinks,Fighting,
871,Pincurchin,Electric,
872,Snom,Ice,Bug
873,Frosmoth,Ice,Bug
874,Stonjourner,Rock,
875,Eiscue (Ice Face),Ice,
875.1,Eiscue (No Ice Face),Ice,
876,Indeedee (Male),Psychic,Normal
876.1,Indeedee (Female),Psychic,Normal
877,Morpeko (Full Belly),Electric,Dark
877.1,Morpeko (Hangry),Electric,Dark
878,Cufant,Steel,
879,Copperajah,Steel,
880,Dracozolt,Electric,Dragon
881,Arctozolt,Electric,Ice
882,Dracovish,Water,Dragon
883,Arctovish,Water,Ice
884,Duraludon,Steel,Dragon
885,Dreepy,Dragon,Ghost
886,Drakloak,Dragon,Ghost
887,Dragapult,Dragon,Ghost
888,Zacian (Hero),Fairy,
888.1,Zacian (Crowned),Fairy,Steel
889,Zamazenta (Hero),Fighting,
889.1,Zamazenta (Crowned),Fighting,Steel
890,Eternatus,Poison,Dragon
891,Kubfu,Fighting,
892,Urshifu (Single Strike),Fighting,Dark
892.1,Urshifu (Rapid Strike),Fighting,Water
893,Zarude,Dark,Grass
894,Regieleki,Electric,
895,Regidrago,Dragon,
896,Glastrier,Ice,
897,Spectrier,Ghost,
898,Calyrex,Psychic,Grass
898.1,Calyrex (Ice Rider),Psychic,Ice
898.2,Calyrex (Shadow Rider),Psychic,Ghost
899,Wyrdeer,Normal,Psychic
900,Kleavor,Bug,Rock
901,Ursaluna,Ground,Normal
902,Basculegion (Male),Water,Ghost
902.1,Basculegion (Female),Water,Ghost
903,Sneasler,Fighting,Poison
904,Overqwil,Dark,Poison
905,Enamorus (Incarnate),Fairy,Flying
905.1,Enamorus (Therian),Fairy,Flying
906,Sprigatito,Grass,
907,Floragato,Grass,
908,Meowscarada,Grass,Dark
909,Fuecoco,Fire,
910,Crocalor,Fire,
911,Skeledirge,Fire,Ghost
912,Quaxly,Water,
913,Quaxwell,Water,
914,Quaquaval,Water,Fighting
915,Lechonk,Normal,
916,Oinkologne (Male),Normal,
916.1,Oinkologne (Female),Normal,
917,Tarountula,Bug,
918,Spidops,Bug,
919,Nymble,Bug,
920,Lokix,Bug,Dark
921,Pawmi,Electric,
922,Pawmo,Electric,Fighting
923,Pawmot,Electric,Fighting
924,Tandemaus,Normal,
925,Maushold (Family of 4),Normal,
925.1,Maushold (Family of 3),Normal,
926,Fidough,Fairy,
927,Dachsbun,Fairy,
928,Smoliv,Grass,Normal
929,Dolliv,Grass,Normal
930,Arboliva,Grass,Normal
931,Squawkabilly (Green),Normal,Flying
931.1,Squawkabilly (Blue),Normal,Flying
931.2,Squawkabilly (Yellow),Normal,Flying
931.3,Squawkabilly (White),Normal,Flying
932,Nacli,Rock,
933,Naclstack,Rock,
934,Garganacl,Rock,
935,Charcadet,Fire,
936,Armarouge,Fire,Psychic
937,Ceruledge,Fire,Ghost
938,Tadbulb,Electric,
939,Bellibolt,Electric,
940,Wattrel,Electric,Flying
941,Kilowattrel,Electric,Flying
942,Maschiff,Dark,
943,Mabosstiff,Dark,
944,Shroodle,Poison,Normal
945,Grafaiai,Poison,Normal
946,Bramblin,Grass,Ghost
947,Brambleghast,Grass,Ghost
948,Toedscool,Ground,Grass
949,Toedscruel,Ground,Grass
950,Klawf,Rock,
951,Capsakid,Grass,
952,Scovillain,Grass,Fire
953,Rellor,Bug,
954,Rabsca,Bug,Psychic
955,Flittle,Psychic,
956,Espathra,Psychic,
957,Tinkatink,Fairy,Steel
958,Tinkatuff,Fairy,Steel
959,Tinkaton,Fairy,Steel
960,Wiglett,Water,
961,Wugtrio,Water,
962,Bombirdier,Flying,Dark
963,Finizen,Water,
964,Palafin (Zero),Water,
964.1,Palafin (Hero),Water,
965,Varoom,Steel,Poison
966,Revavroom,Steel,Poison
967,Cyclizar,Dragon,Normal
968,Orthworm,Steel,
969,Glimmet,Rock,Poison
970,Glimmora,Rock,Poison
971,Greavard,Ghost,
972,Houndstone,Ghost,
973,Flamigo,Flying,Fighting
974,Cetoddle,Ice,
975,Cetitan,Ice,
976,Veluza,Water,Psychic
977,Dondozo,Water,
978,Tatsugiri (Curly),Dragon,Water
978.1,Tatsugiri (Droopy),Dragon,Water
978.2,Tatsugiri (Stretchy),Dragon,Water
979,Annihilape,Fighting,Ghost
980,Clodsire,Poison,Ground
981,Farigiraf,Normal,Psychic
982,Dudunsparce (Two-Segment),Normal,
982.1,Dudunsparce (Three Segment),Normal,
983,Kingambit,Dark,Steel
984,Great Tusk,Ground,Fighting
985,Scream Tail,Fairy,Psychic
986,Brute Bonnet,Grass,Dark
987,Flutter Mane,Ghost,Fairy
988,Slither Wing,Bug,Fighting
989,Sandy Shocks,Electric,Ground
990,Iron Treads,Ground,Steel
991,Iron Bundle,Ice,Water
992,Iron Hands,Fighting,Electric
993,Iron Jugulis,Dark,Flying
994,Iron Moth,Fire,Poison
995,Iron Thorns,Rock,Electric
996,Frigibax,Dragon,Ice
997,Arctibax,Dragon,Ice
998,Baxcalibur,Dragon,Ice
999,Gimmighoul (Chest),Ghost,
999.1,Gimmighoul (Roaming),Ghost,
1000,Gholdengo,Steel,Ghost
1001,Wo-Chien,Dark,Grass
1002,Chien-Pao,Dark,Ice
1003,Ting-Lu,Dark,Ground
1004,Chi-Yu,Dark,Fire
1005,Roaring Moon,Dragon,Dark
1006,Iron Valiant,Fairy,Fighting
1007,Koraidon,Fighting,Dragon
1008,Miraidon,Electric,Dragon
,,,
